municipio,br,km,tipo_acidente,causa_acidente,tracado_via,tipo_pista,fase_dia,condicao_metereologica,veiculos,pessoas,ilesos,feridos,feridos_graves,feridos_leves,mortos,ignorados
Palmeiras,242,342.6,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,3,0,1,0,1,2,0
Palmeiras,242,352,Saída De Pista,Velocidade Incompatível,Curva,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,2,0
Palmeiras,242,361,Colisão Transversal,Velocidade Incompatível,Curva,Simples,Anoitecer,Sol,2,6,0,1,0,1,2,3
Palmeiras,242,362,Saída De Pista,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Nublado,1,5,0,3,3,0,2,0
Palmeiras Do Tocantins,226,34.3,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Palmital,158,324,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Plena Noite,Ignorada,2,3,0,1,0,1,2,0
Panambi,158,153.1,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Ceu Claro,1,3,0,1,0,1,2,0
Panambi,285,402.5,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,6,1,3,3,0,2,0
Panambi,285,404.7,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,1,0,1,2,0
Panambi,285,410.3,Colisão Frontal,Outras,Reta,Simples,Anoitecer,Nevoeiro/Neblina,2,3,1,0,0,0,2,0
Panambi,285,412.8,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,2,0
Panambi,285,415.5,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Amanhecer,Ceu Claro,2,4,2,0,0,0,2,0
Panambi,285,420,Saída De Pista,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,1,4,0,2,0,2,2,0
Panelas,104,109.9,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Sol,2,3,0,1,0,1,2,0
Panelas,104,111,Colisão Traseira,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,0,0,0,2,1
Panelas,104,113,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,2,0,0,0,0,2,0
Panelas,104,117.9,Capotamento,Outras,Reta,Simples,Pleno Dia,Ceu Claro,1,3,0,1,1,0,2,0
Panelas,104,119.6,Tombamento,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Sol,1,2,0,0,0,0,2,0
Panelas,104,125.4,Capotamento,Outras,Reta,Simples,Anoitecer,Ceu Claro,1,2,0,0,0,0,2,0
Pantano Grande,290,209.5,Saída De Pista,Outras,Reta,Simples,Pleno Dia,Sol,1,3,0,1,1,0,2,0
Pantano Grande,290,216.1,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,1,4,1,1,1,0,2,0
Pantano Grande,290,221.9,Saída De Pista,Dormindo,Reta,Simples,Pleno Dia,Ceu Claro,1,4,0,2,1,1,2,0
Pantano Grande,471,183.4,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Chuva,2,4,2,0,0,0,2,0
Papanduva,116,47.4,Colisão Com Objeto Fixo,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,3,10,2,6,2,4,2,0
Papanduva,116,51.5,Colisão Lateral,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Chuva,2,4,1,1,1,0,2,0
Papanduva,116,57.1,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Chuva,2,3,1,0,0,0,2,0
Papanduva,116,58.3,Colisão Lateral,Outras,Reta,Simples,Amanhecer,Nevoeiro/Neblina,2,5,1,2,2,0,2,0
Papanduva,116,59.8,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Nublado,2,3,1,0,0,0,2,0
Para De Minas,262,399,Saída De Pista,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,0,0,0,2,0
Para De Minas,262,400.7,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,2,4,2,0,0,0,2,0
Para De Minas,262,401.7,Colisão Frontal,Dormindo,Curva,Duplicada,Pleno Dia,Ceu Claro,2,4,0,2,1,1,2,0
Para De Minas,262,418.7,Colisão Frontal,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Nublado,2,5,0,3,1,2,2,0
Paracambi,116,211,Colisão Lateral,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,2,3,0,1,0,1,2,0
Paracambi,116,213,Saída De Pista,Outras,Reta,Duplicada,Pleno Dia,Chuva,1,4,0,2,2,0,2,0
Paracambi,116,214,Capotamento,Dormindo,Curva,Duplicada,Plena Noite,Nublado,1,2,0,0,0,0,2,0
Paracatu,40,1.2,Colisão Frontal,Desobediência À Sinalização,Reta,Simples,Pleno Dia,Chuva,4,9,3,4,0,4,2,0
Paracatu,40,17.2,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,2,6,1,3,3,0,2,0
Paracatu,40,24.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,4,0,2,2,0,2,0
Paracatu,40,31,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,2,0,0,0,0,2,0
Paracatu,40,32,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Sol,2,9,0,7,6,1,2,0
Paracatu,40,45.7,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,2,5,1,2,0,2,2,0
Paracatu,40,64.5,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Sol,1,5,0,3,3,0,2,0
Paracatu,40,70,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,4,1,1,1,0,2,0
Paracatu,40,85.2,Colisão Frontal,Dormindo,Reta,Simples,Pleno Dia,Ceu Claro,2,3,0,1,0,1,2,0
Paracatu,40,739,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,5,6,3,1,0,1,2,0
Paracatu,40,821,Saída De Pista,Outras,Reta,Simples,Amanhecer,Chuva,1,3,0,1,0,1,2,0
Paragominas,10,144.5,Colisão Frontal,Falta De Atenção,Reta,Simples,Amanhecer,Nublado,2,3,1,0,0,0,2,0
Paragominas,10,158.5,Capotamento,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,5,1,2,2,0,2,0
Paragominas,10,159.8,Colisão Frontal,Falta De Atenção,Reta,Simples,Pleno Dia,Chuva,2,3,0,1,1,0,2,0
Paragominas,10,176,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Sol,2,3,1,0,0,0,2,0
Paragominas,10,176.2,Colisão Frontal,Falta De Atenção,Curva,Simples,Pleno Dia,Ceu Claro,2,3,0,0,0,0,2,1
Paraiba Do Sul,393,196.3,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paraibano,135,503,Capotamento,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,2,0
Paraiso Do Tocantins,153,489.1,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,4,5,1,2,1,1,2,0
Paraiso Do Tocantins,153,495.2,Colisão Lateral,Falta De Atenção,Cruzamento,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paraiso Do Tocantins,153,497.9,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Amanhecer,Ceu Claro,2,6,0,4,3,1,2,0
Paraiso Do Tocantins,153,498,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,2,0
Paraiso Do Tocantins,153,498.4,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,2,6,2,2,1,1,2,0
Paraiso Do Tocantins,153,500,Colisão Lateral,Defeito Na Via,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Paranagua,277,4,Engavetamento,Falta De Atenção À Condução,Interseção De Vias,Simples,Pleno Dia,Chuva,5,9,5,2,1,1,2,0
Paranagua,277,4.3,Colisão Transversal,Falta De Atenção,Curva,Simples,Pleno Dia,Sol,2,5,1,2,2,0,2,0
Paranagua,277,5.7,Colisão Frontal,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Nublado,2,6,0,4,0,4,2,0
Paranagua,277,5.8,Atropelamento De Pessoa,Outras,Reta,Duplicada,Anoitecer,Nublado,1,8,4,2,2,0,2,0
Paranagua,277,7.8,Colisão Frontal,Desobediência À Sinalização,Reta,Duplicada,Amanhecer,Ceu Claro,2,4,0,2,2,0,2,0
Paranagua,277,9,Colisão Com Bicicleta,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Ceu Claro,3,7,1,4,0,4,2,0
Paranagua,277,9.3,Colisão Lateral,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Paranagua,277,9.8,Colisão Com Objeto Fixo,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Ceu Claro,1,4,0,2,2,0,2,0
Paranagua,277,10.1,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,7,3,2,2,0,2,0
Paranagua,277,14,Saída De Pista,Outras,Reta,Duplicada,Plena Noite,Chuva,1,3,0,1,1,0,2,0
Paranagua,277,16.5,Atropelamento De Pessoa,Outras,Reta,Duplicada,Anoitecer,Ignorada,1,2,0,0,0,0,2,0
Paranaiba,158,27.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,8,2,3,0,3,2,1
Paranaiba,158,78.6,Colisão Traseira,Velocidade Incompatível,Reta,Simples,Pleno Dia,Nublado,2,6,1,3,3,0,2,0
Paranaiba,158,107.4,Colisão Lateral,Defeito Na Via,Reta,Simples,Pleno Dia,Sol,2,3,1,0,0,0,2,0
Paranaiba,158,112,Colisão Traseira,Falta De Atenção À Condução,Não Informado,Duplicada,Plena Noite,Céu Claro,2,4,1,1,1,0,2,0
Paranaiba,158,115,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,4,5,3,0,0,0,2,0
Paranatama,423,110.3,Atropelamento De Pessoa,Dormindo,Reta,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paranatama,423,119,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paranatama,423,122.2,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,3,12,2,7,5,2,2,1
Paranavai,376,90,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Céu Claro,3,5,0,3,2,1,2,0
Paranavai,376,93.2,Colisão Frontal,Outras,Curva,Simples,Amanhecer,Ceu Claro,2,3,0,1,1,0,2,0
Paranavai,376,95,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Céu Claro,2,6,0,4,4,0,2,0
Paranavai,376,96.9,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Ceu Claro,3,4,2,0,0,0,2,0
Paranavai,376,102,Colisão Lateral,Desobediência À Sinalização,Cruzamento,Simples,Pleno Dia,Ceu Claro,2,4,0,1,0,1,2,1
Paranavai,376,102.5,Saída De Pista,Outras,Curva,Simples,Amanhecer,Chuva,1,2,0,0,0,0,2,0
Paranavai,376,906,Colisão Transversal,Falta De Atenção,Reta,Simples,Plena Noite,Ignorada,2,8,3,3,3,0,2,0
Paraopeba,40,424.4,Colisão Lateral,Outras,Reta,Simples,Pleno Dia,Chuva,2,6,2,2,1,1,2,0
Paraopeba,40,434.1,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Paraopeba,40,435,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Ceu Claro,2,6,2,2,2,0,2,0
Paraopeba,40,436.5,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Chuva,2,6,1,3,2,1,2,0
Paraopeba,40,438,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paraopeba,40,441.7,Colisão Traseira,Outras,Reta,Duplicada,Plena Noite,Nublado,2,4,1,1,1,0,2,0
Paraopeba,40,446,Colisão Lateral,Outras,Curva,Duplicada,Pleno Dia,Chuva,2,4,1,1,1,0,2,0
Paraopeba,40,4312,Colisão Com Objeto Estático,Desobediência Às Normas De Trânsito Pelo Condutor,Reta,Duplicada,Pleno Dia,Céu Claro,1,5,0,2,0,2,2,1
Parati,101,546,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Ceu Claro,3,5,2,1,1,0,2,0
Parati,101,553,Colisão Traseira,Outras,Reta,Simples,Plena Noite,Chuva,2,6,1,3,3,0,2,0
Parati,101,559,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Plena Noite,Nublado,2,3,0,1,0,1,2,0
Parati,101,565,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Parati,101,573.3,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Chuva,2,5,0,3,0,3,2,0
Parati,101,576.2,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,8,4,2,2,0,2,0
Paraty,101,577,Tombamento,Pista Escorregadia,Curva,Simples,Plena Noite,Garoa/Chuvisco,1,2,0,0,0,0,2,0
Pariconha,423,85.4,Colisão Traseira,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,2,6,3,1,0,1,2,0
Parnaiba,343,6,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Parnaiba,343,8.7,Capotamento,Outras,Reta,Simples,Pleno Dia,Sol,1,4,0,2,0,2,2,0
Parnaiba,343,13.6,Tombamento,Falta De Atenção,Curva,Duplicada,Plena Noite,Ceu Claro,1,2,0,0,0,0,2,0
Parnaiba,343,50,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,3,5,3,0,0,0,2,0
Parnaiba,343,311,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,4,3,1,2,0
Parnaiba,402,40.9,Colisão Transversal,Falta De Atenção,Reta,Simples,Anoitecer,Ceu Claro,2,4,1,1,0,1,2,0
Parnamirim,101,100.6,Colisão Frontal,Outras,Reta,Duplicada,Plena Noite,Chuva,2,4,0,2,2,0,2,0
Parnamirim,101,104.5,Capotamento,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Nublado,1,10,1,7,4,3,2,0
Parnamirim,101,108.2,Colisão Frontal,Ingestão De Álcool,Reta,Duplicada,Plena Noite,Nublado,2,4,0,2,2,0,2,0
Parnamirim,316,132,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Parnamirim,316,142,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Parnamirim,316,151,Colisão Lateral,Outras,Reta,Simples,Pleno Dia,Sol,2,5,1,2,2,0,2,0
Passagem Franca Do Piaui,316,105,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,0,2,2,0,2,0
Passo Fundo,285,298,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Céu Claro,2,3,1,0,0,0,2,0
Passo Fundo,285,298.2,Colisão Traseira,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,6,8,2,4,3,1,2,0
Passo Fundo,285,300.3,Saída De Pista,Dormindo,Reta,Simples,Plena Noite,Nublado,1,4,2,0,0,0,2,0
Passo Fundo,285,3232,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Nublado,2,4,0,2,2,0,2,0
Pastos Bons,230,113.9,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Simples,Amanhecer,Ceu Claro,1,3,0,1,1,0,2,0
Pastos Bons,230,130,Saída De Pista,Velocidade Incompatível,Curva,Simples,Amanhecer,Ceu Claro,1,2,0,0,0,0,2,0
Pastos Bons,230,146.8,Colisão Com Objeto Fixo,Dormindo,Reta,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,2,0
Patos,230,331.7,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,1,0,1,2,0
Patos,230,335.5,Colisão Lateral,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,2,0,0,0,0,2,0
Patos,230,344.7,Colisão Frontal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Patos,230,347.5,Capotamento,Defeito Mecânico Em Veículo,Reta,Duplicada,Pleno Dia,Ceu Claro,1,5,0,3,0,3,2,0
Patos,361,5.4,Colisão Traseira,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,2,5,0,2,2,0,2,1
Patos De Minas,365,336.5,Colisão Transversal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,2,7,4,1,1,0,2,0
Patos De Minas,365,370.1,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,4,0,2,1,1,2,0
Patos De Minas,365,407.9,Colisão Traseira,Não Guardar Distância De Segurança,Reta,Simples,Pleno Dia,Chuva,3,4,2,0,0,0,2,0
Patos De Minas,365,428,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,2,4,0,2,2,0,2,0
Patos De Minas,365,433.7,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,5,6,1,3,1,2,2,0
Patos De Minas,365,467,Colisão Traseira,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Patos De Minas,365,3721,Colisão Frontal,Defeito Mecânico No Veículo,Curva,Simples,Anoitecer,Chuva,2,4,0,1,0,1,2,1
Patos De Minas,365,3725,Tombamento,Pista Escorregadia,Curva,Simples,Plena Noite,Chuva,2,6,1,3,3,0,2,0
Patos De Minas,365,4389,Colisão Com Objeto Móvel,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Chuva,3,4,2,0,0,0,2,0
Patos Do Piaui,407,5154,Colisão Frontal,Defeito Mecânico No Veículo,Não Informado,Simples,Anoitecer,Céu Claro,2,4,0,2,2,0,2,0
Patrocinio,365,461.3,Colisão Transversal,Desobediência À Sinalização,Cruzamento,Simples,Anoitecer,Ceu Claro,2,5,0,3,2,1,2,0
Patrocinio,365,463.5,Colisão Lateral,Outras,Cruzamento,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Patrocinio,365,464,Atropelamento De Animal,Animais Na Pista,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,2,0
Patrocinio,365,465,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,4,9,2,5,0,5,2,0
Patrocinio,365,470.2,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,1,0,1,2,0
Patrocinio,365,490,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Anoitecer,Chuva,2,3,1,0,0,0,2,0
Patrocinio,365,491.3,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,2,0,0,0,0,2,0
Patrocinio,365,492.8,Colisão Transversal,Falta De Atenção,Curva,Simples,Pleno Dia,Ceu Claro,2,3,0,1,1,0,2,0
Patrocinio,365,495.4,Colisão Lateral,Outras,Curva,Simples,Pleno Dia,Sol,2,4,0,2,0,2,2,0
Patrocinio,365,4649,Colisão Traseira,Velocidade Incompatível,Reta,Simples,Plena Noite,Céu Claro,3,4,2,0,0,0,2,0
Patrocinio Do Muriae,356,284.4,Colisão Traseira,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Patrocinio Do Muriae,356,2847,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,3,0,1,1,0,2,0
Pau Dos Ferros,405,144,Colisão Traseira,Ingestão De Álcool,Reta,Simples,Plena Noite,Céu Claro,2,6,0,2,1,1,2,2
Pau Dos Ferros,405,153.8,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Pau Dos Ferros,405,164,Colisão Transversal,Outras,Cruzamento,Simples,Pleno Dia,Ceu Claro,2,4,0,2,2,0,2,0
Paudalho,408,67,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Nublado,3,4,1,1,0,1,2,0
Paudalho,408,67,Colisão Lateral,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,15,0,12,0,12,2,1
Paudalho,408,69,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,8,16,3,7,6,1,2,4
Paudalho,408,72,Colisão Com Objeto Fixo,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,1,4,0,2,2,0,2,0
Paudalho,408,72.1,Colisão Traseira,Outras,Curva,Simples,Plena Noite,Ceu Claro,2,3,0,0,0,0,2,1
Paudalho,408,75,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Amanhecer,Ceu Claro,2,3,0,0,0,0,2,1
Paudalho,408,76,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,4,2,2,2,0
Paudalho,408,78.8,Tombamento,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,2,0
Paudalho,408,81,Colisão Frontal,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Ceu Claro,2,13,1,10,9,1,2,0
Paudalho,408,84.1,Capotamento,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,3,0,1,0,1,2,0
Paudalho,408,84.9,Colisão Lateral,Outras,Reta,Simples,Pleno Dia,Nublado,3,6,0,3,0,3,2,1
Paudalho,408,104.5,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,3,4,1,1,1,0,2,0
Paula Freitas,476,331.5,Colisão Transversal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,1,1,0,1,2,0
Paula Freitas,476,333.8,Colisão Lateral,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Nevoeiro/Neblina,4,5,2,1,0,1,2,0
Paula Freitas,476,339,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Chuva,2,4,2,0,0,0,2,0
Paulista,101,51.7,Colisão Com Objeto Fixo,Velocidade Incompatível,Curva,Duplicada,Plena Noite,Ceu Claro,1,5,0,3,3,0,2,0
Paulista,101,52,Queda De Motocicleta / Bicicleta / Veículo,Desobediência À Sinalização,Reta,Duplicada,Pleno Dia,Chuva,2,3,1,0,0,0,2,0
Paulista,101,54,Colisão Transversal,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,2,7,2,3,0,3,2,0
Paulista,101,54.7,Saída De Pista,Outras,Reta,Duplicada,Plena Noite,Chuva,1,3,0,1,1,0,2,0
Paulista,101,539,Capotamento,Outras,Reta,Duplicada,Plena Noite,Nublado,1,5,0,3,1,2,2,0
Paulistana,407,508,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Paulistana,407,519.2,Saída De Pista,Dormindo,Curva,Simples,Plena Noite,Chuva,1,2,0,0,0,0,2,0
Paulistana,407,572,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,3,1,0,0,0,2,0
Paulo Afonso,110,24.6,Colisão Frontal,Defeito Mecânico Em Veículo,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,2,0
Paulo Afonso,110,115.3,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ignorada,2,12,0,10,10,0,2,0
Paulo Afonso,110,208,Saída De Leito Carroçável,Velocidade Incompatível,Curva,Simples,Anoitecer,Chuva,1,2,0,0,0,0,2,0
Paulo Frontin,153,412.2,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,7,0,5,0,5,2,0
Paulo Frontin,476,310,Saída De Pista,Dormindo,Curva,Simples,Plena Noite,Chuva,1,3,0,1,0,1,2,0
Paulo Frontin,476,314,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Sol,3,8,1,4,1,3,2,1
Paulo Frontin,476,315,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Chuva,2,2,0,0,0,0,2,0
Paulo Frontin,476,324,Colisão Frontal,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Chuva,2,2,0,0,0,0,2,0
Paulo Frontin,476,325,Colisão Transversal,Falta De Atenção,Reta,Simples,Anoitecer,Nublado,2,4,1,1,1,0,2,0
Paulo Frontin,476,327,Colisão Frontal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Chuva,2,3,0,0,0,0,2,1
Paulo Lopes,101,251.5,Colisão Frontal,Não Guardar Distância De Segurança,Reta,Simples,Pleno Dia,Sol,2,2,0,0,0,0,2,0
Paulo Lopes,101,251.5,Colisão Transversal,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,2,4,1,1,1,0,2,0
Paulo Lopes,101,254.8,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,0,2,1,1,2,0
Paulo Lopes,101,256.6,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Nublado,1,4,0,2,0,2,2,0
Paulo Lopes,101,256.8,Colisão Frontal,Outras,Reta,Duplicada,Pleno Dia,Sol,2,6,1,3,1,2,2,0
Peabiru,158,200,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,3,1,0,0,0,2,0
Peabiru,158,200.6,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Chuva,2,8,2,4,3,1,2,0
Peabiru,158,201.6,Colisão Traseira,Não Guardar Distância De Segurança,Reta,Simples,Plena Noite,Ceu Claro,3,7,1,4,1,3,2,0
Peabiru,158,204,Colisão Transversal,Outras,Cruzamento,Duplicada,Plena Noite,Nublado,3,4,1,1,1,0,2,0
Peabiru,158,205.9,Saída De Pista,Velocidade Incompatível,Reta,Simples,Amanhecer,Nublado,1,3,0,1,1,0,2,0
Pedra Azul,116,35,Saída De Pista,Outras,Curva,Simples,Plena Noite,Ceu Claro,1,5,0,3,1,2,2,0
Pedra Branca Do Amapari,210,234,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,3,3,0,1,0,1,2,0
Pedra Preta,163,65.7,Colisão Frontal,Outras,Reta,Simples,Anoitecer,Nublado,3,4,2,0,0,0,2,0
Pedra Preta,163,66,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Chuva,2,3,1,0,0,0,2,0
Pedra Preta,364,115,Colisão Frontal,Dormindo,Reta,Simples,Plena Noite,Nevoeiro/Neblina,2,2,0,0,0,0,2,0
Pedra Preta,364,116.5,Colisão Frontal,Defeito Na Via,Reta,Simples,Amanhecer,Nublado,3,3,1,0,0,0,2,0
Pedra Preta,364,132,Saída De Pista,Falta De Atenção,Curva,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,2,0
